1754092800;32
1754179200;25.2
1754265600;34.1
1754352000;34
1754438400;28.7
1754524800;34.4
1754611200;34.1
1754697600;36.6
1754784000;35.4
1754870400;34.2
1754956800;29.8
1755043200;33.8
1755129600;33.2
1755216000;35.6
1755302400;34.6
1755388800;34.1
1755475200;29
1755561600;30.2
1755648000;32.3
1755734400;30.5
1755820800;27.4
1755907200;21.4
1755993600;22.6
1756080000;26.3
1756166400;35.3
1756252800;30.1
1756339200;38.5
1756425600;42.3
1756512000;33.4
1756598400;25
1756684800;36.2
1756771200;35.9
1756857600;34.9
1756944000;36.4
1757030400;46.5
1757116800;28.5
1757203200;27.7
1757289600;28.9
1757376000;29.5
1757462400;29.3
1757548800;28.2
1757635200;31
1757721600;33
1757808000;27.5
1757894400;29.3
1757980800;23.2
1758067200;28.7
1758153600;26.3
1758240000;29.8
1758326400;28.5
1758412800;30
1758499200;35
1758585600;23.8
1758672000;23.4
1758758400;27.6
1758844800;27.9
1758931200;27.2
1759017600;35.4
1759104000;26.6
1759190400;26
1759276800;38.4
1759363200;49
1759449600;58.8
1759536000;18.9
1760054400;10.8
1760140800;48.6
1760227200;43.1
1760313600;37.1
1760400000;38.9
1760486400;39.8
1760572800;41.3
1760659200;49.7
1760745600;50.3
1760832000;50.1
1760918400;49.8
1761004800;47.1
1761091200;44.2
1761177600;47.3
1761264000;43
1761350400;49.1
1761436800;54.9
1761523200;55.8
1761609600;47.2
1761696000;45.6
1761782400;44.8
1761868800;51.2
1761955200;52.2
1762041600;51.3
1762128000;40
1762214400;45.3
1762300800;26.7
1762387200;57.5
1762473600;51.1
1762560000;64.2
1762646400;55.4
1762732800;51.1
1762819200;52.7
1762905600;47.5
1762992000;47.9
1763078400;29.4
1763424000;6.2
1763510400;50.1
1763596800;53.9
1763683200;59.3
1763769600;19.6
1763856000;21.6
1763942400;16.6
1764028800;15.9
1764115200;20.8
1764201600;19.3
1764288000;26.7
1764374400;24.2
1764460800;24.1
1764547200;22.7
1764633600;19.8
1764720000;20.6
1764806400;18.9
1764892800;15.7
1764979200;14.8
1765065600;17.5
1765152000;16
1765238400;16.3
1765324800;16.6
1765411200;16.3
1765497600;16.5
1765584000;21.8
1765670400;18
1765756800;18.6
1765843200;998.2
1765929600;1101
1766016000;13.6
1766102400;52.1
1766188800;54.6
1766275200;57.2
1766361600;65
1766448000;60.3
1766534400;55.2
1766620800;59.8
1766707200;73.1
1766793600;64.4
1766880000;76
1766966400;73.1
1767052800;72.3
1767139200;87.9
1767225600;76.3
1767312000;72
1767398400;65.5
1767484800;75
1767571200;86.4
1767657600;71.1
1767744000;71.1
1767830400;76.6
1767916800;83.2
1768003200;77.7
1768089600;76.1
1768176000;78.5
1768262400;74.9
1768348800;71.9
1768435200;65.7
1768521600;61.3
1768608000;68.1
1768694400;68.2
1768780800;71.1
1768867200;87.6
1768953600;76.5
1769040000;76.7
1769126400;63.6
1769212800;73.4
1769299200;61.9
1769385600;57.1
1769472000;55.3
1769558400;56.9
1769644800;58.7
1769731200;54.7
1769817600;58.8
1769904000;66.3
1769990400;60.6
1770076800;61.6
1770163200;53.7
1770249600;56.5
1770336000;51.9
1770422400;51.2
