1770336226;3367.2
1770337125;3367.8
1770338025;3368.9
1770338925;3369.7
1770339827;3370.2
1770340726;3370.9
1770341626;3371.5
1770342526;3372
1770343426;3372.3
1770344327;3372.8
1770345227;3373.3
1770346127;3373.8
1770347027;3374.2
1770347927;3374.6
1770348827;3375.5
1770349728;3375.8
1770350628;3376.3
1770351528;3376.8
1770352430;3377.2
1770353330;3377.7
1770354230;3378.1
1770355130;3378.7
1770356030;3379.4
1770356930;3379.9
1770357831;3380.3
1770358731;3380.8
1770359631;3381.3
1770360532;3381.7
1770361432;3382.2
1770362332;3383.1
1770363232;3383.8
1770364133;3384.5
1770365033;3385
1770365933;3385.4
1770366833;3386
1770367733;3386.3
1770368633;3386.8
1770369533;3387.3
1770370434;3387.9
1770371334;3388.3
1770372234;3388.9
1770373135;3389.4
1770374035;3389.9
1770374935;3390.3
1770375835;3390.7
1770376736;3391.3
1770377636;3392
1770378536;3392.4
1770379436;3392.8
1770380336;3393.3
1770381236;3393.8
1770382137;3394.2
1770383037;3394.8
1770383937;3395.2
1770384837;3395.9
1770385738;3396.8
1770386638;3397.3
1770387538;3397.8
1770388438;3398.2
1770389338;3398.7
1770390239;3399.2
1770391140;3399.6
1770392040;3400.3
1770392940;3400.6
1770393840;3401
1770394741;3401.6
1770395641;3402
1770396541;3402.4
1770397441;3403
1770398341;3403.4
1770399243;3403.9
1770400143;3404.3
1770401044;3404.9
1770401944;3405.3
1770402844;3405.8
1770403744;3406.2
1770404644;3406.8
1770405544;3407.3
1770406445;3407.8
1770407345;3408.5
1770408245;3409.6
1770409146;3410.6
1770410045;3411.6
1770410946;3412.1
1770411847;3412.9
1770412747;3413.4
1770413648;3413.9
1770414548;3414.5
1770415448;3415.4
1770416348;3415.8
1770417248;3416.5
1770418148;3417
1770419048;3417.4
1770419949;3418
1770420849;3418.6
1770421749;3419.1
