1769558436;2518.9
1769559337;2519.5
1769560236;2519.8
1769561137;2520.7
1769562037;2521.4
1769562937;2522.1
1769563838;2522.7
1769564739;2523.1
1769565640;2523.9
1769566540;2524.7
1769567440;2525.8
1769568340;2526.4
1769569240;2526.9
1769570141;2527.8
1769571040;2528.4
1769571941;2529
1769572841;2529.5
1769573742;2529.9
1769574642;2530.5
1769575542;2531
1769576442;2531.4
1769577342;2531.8
1769578243;2532.7
1769579142;2533.5
1769580043;2534
1769580944;2534.3
1769581844;2535.2
1769582745;2536
1769583645;2536.6
1769584545;2537
1769585445;2537.7
1769586345;2538.5
1769587245;2539.1
1769591747;2539.6
1769592647;2540.2
1769593547;2540.8
1769594447;2541.4
1769595348;2542
1769596248;2542.6
1769597148;2543.2
1769598049;2543.5
1769598948;2544.1
1769599849;2544.4
1769600750;2545.1
1769601650;2545.7
1769602550;2546.2
1769603451;2546.7
1769604351;2547.1
1769605251;2547.7
1769606151;2548.1
1769607052;2548.7
1769607952;2549.2
1769608852;2549.6
1769609752;2550
1769610652;2550.4
1769611553;2550.8
1769612453;2551.3
1769613353;2551.9
1769614254;2552.2
1769615155;2552.8
1769616055;2553.1
1769616955;2553.5
1769617856;2554
1769618756;2554.4
1769619656;2554.9
1769620557;2555.4
1769621456;2556
1769622357;2557
1769623257;2557.8
1769640361;2558.1
1769641261;2559
1769642161;2560
1769643061;2560.7
1769643961;2561.5
