1770249802;169.7
1770278608;169.8
1770279508;169.9
1770280409;170
1770282209;170.2
1770283109;170.3
1770284009;170.4
1770284909;170.5
1770285809;170.6
1770286709;170.7
1770287609;170.9
1770288509;171.1
1770289409;171.3
1770290309;171.4
1770291210;171.5
1770292110;171.7
1770293012;171.8
1770293912;172
1770294812;172.3
1770295712;172.5
1770296612;172.8
1770297512;173
1770298413;173.4
1770299313;173.5
1770300213;173.7
1770302013;173.8
1770303813;174.1
1770304713;174.4
1770305614;174.6
1770306514;174.8
1770308314;175
1770309214;175.1
